category,GO_term,gene
CF,Actin cytoskeleton,PDLIM7
CF,Actin cytoskeleton,PDXP
CF,Actin cytoskeleton,PEAK1
CF,Actin cytoskeleton,PEAK3
CF,Actin cytoskeleton,PGM5
CF,Actin cytoskeleton,PJVK
CF,Actin cytoskeleton,PKD2L1
CF,Actin cytoskeleton,PKNOX2
CF,Actin cytoskeleton,PLEKHH2
CF,Actin cytoskeleton,PLS1
CF,Actin cytoskeleton,PLS3
CF,Actin cytoskeleton,POF1B
CF,Actin cytoskeleton,POTEE
CF,Actin cytoskeleton,POTEF
CF,Actin cytoskeleton,POTEI
CF,Actin cytoskeleton,POTEJ
CF,Actin cytoskeleton,POTEKP
CF,Actin cytoskeleton,PPP1R12A
CF,Actin cytoskeleton,PPP1R12B
CF,Actin cytoskeleton,PPP1R12C
CF,Actin cytoskeleton,PPP1R9A
CF,Actin cytoskeleton,PPP1R9B
CF,Actin cytoskeleton,PRICKLE4
CF,Actin cytoskeleton,PRKCB
CF,Actin cytoskeleton,PRKCZ
CF,Actin cytoskeleton,PSTPIP1
CF,Actin cytoskeleton,PSTPIP2
CF,Actin cytoskeleton,PTK2
CF,Actin cytoskeleton,PTPN12
CF,Actin cytoskeleton,PVALEF
CF,Actin cytoskeleton,PXN
CF,Actin cytoskeleton,RAB22A
CF,Actin cytoskeleton,RAB5A
CF,Actin cytoskeleton,RAC1
CF,Actin cytoskeleton,RAC2
CF,Actin cytoskeleton,RAC3
CF,Actin cytoskeleton,RAI14
CF,Actin cytoskeleton,RAPGEF3
CF,Actin cytoskeleton,RARA
CF,Actin cytoskeleton,RCSD1
CF,Actin cytoskeleton,RDX
CF,Actin cytoskeleton,RFLNA
CF,Actin cytoskeleton,RFLNB
CF,Actin cytoskeleton,RGS22
CF,Actin cytoskeleton,RHOQ
CF,Actin cytoskeleton,RHOU
CF,Actin cytoskeleton,RIGI
CF,Actin cytoskeleton,RINL
CF,Actin cytoskeleton,RND1
CF,Actin cytoskeleton,ROR1
CF,Actin cytoskeleton,RTKN
CF,Actin cytoskeleton,SAMD14
CF,Actin cytoskeleton,SCIN
CF,Actin cytoskeleton,SCNN1D
CF,Actin cytoskeleton,SEPTIN11
CF,Actin cytoskeleton,SEPTIN12
CF,Actin cytoskeleton,SEPTIN2
CF,Actin cytoskeleton,SEPTIN7
CF,Actin cytoskeleton,SEPTIN9
CF,Actin cytoskeleton,SH2B2
CF,Actin cytoskeleton,SH3GL1
CF,Actin cytoskeleton,SH3PXD2A
CF,Actin cytoskeleton,SH3PXD2B
CF,Actin cytoskeleton,SHLD2
CF,Actin cytoskeleton,SHROOM1
CF,Actin cytoskeleton,SHROOM2
CF,Actin cytoskeleton,SHROOM3
CF,Actin cytoskeleton,SHROOM4
CF,Actin cytoskeleton,SIPA1L1
CF,Actin cytoskeleton,SIPA1L3
CF,Actin cytoskeleton,SLC2A1
CF,Actin cytoskeleton,SMTN
CF,Actin cytoskeleton,SMTNL1
CF,Actin cytoskeleton,SMTNL2
CF,Actin cytoskeleton,SNAP25
CF,Actin cytoskeleton,SNCA
CF,Actin cytoskeleton,SNX9
CF,Actin cytoskeleton,SORBS1
CF,Actin cytoskeleton,SORBS2
CF,Actin cytoskeleton,SPECC1
CF,Actin cytoskeleton,SPECC1L
CF,Actin cytoskeleton,SPEF1
CF,Actin cytoskeleton,SPPL2B
CF,Actin cytoskeleton,SPRY2
CF,Actin cytoskeleton,SPTA1
CF,Actin cytoskeleton,SPTAN1
CF,Actin cytoskeleton,SPTB
CF,Actin cytoskeleton,SPTBN1
CF,Actin cytoskeleton,SPTBN2
CF,Actin cytoskeleton,SPTBN4
CF,Actin cytoskeleton,SPTBN5
CF,Actin cytoskeleton,SRC
CF,Actin cytoskeleton,SRCIN1
CF,Actin cytoskeleton,STK17B
CF,Actin cytoskeleton,STK38L
CF,Actin cytoskeleton,STOML2
CF,Actin cytoskeleton,SVIL
CF,Actin cytoskeleton,SWAP70
CF,Actin cytoskeleton,SYNPO
CF,Actin cytoskeleton,SYNPO2
CF,Actin cytoskeleton,SYNPO2L
CF,Actin cytoskeleton,TAF5
CF,Actin cytoskeleton,TAGLN2
CF,Actin cytoskeleton,TAGLN3
CF,Actin cytoskeleton,TAOK2
CF,Actin cytoskeleton,TAX1BP3
CF,Actin cytoskeleton,TEK
CF,Actin cytoskeleton,TFPT
CF,Actin cytoskeleton,TJP1
CF,Actin cytoskeleton,TLN2
CF,Actin cytoskeleton,TLNRD1
CF,Actin cytoskeleton,TMEM63B
CF,Actin cytoskeleton,TMOD1
CF,Actin cytoskeleton,TMOD2
CF,Actin cytoskeleton,TMOD3
CF,Actin cytoskeleton,TMOD4
CF,Actin cytoskeleton,TNNC1
CF,Actin cytoskeleton,TNNC2
CF,Actin cytoskeleton,TNNI1
CF,Actin cytoskeleton,TNNI2
CF,Actin cytoskeleton,TNNI3
CF,Actin cytoskeleton,TNNT1
CF,Actin cytoskeleton,TNNT2
CF,Actin cytoskeleton,TNNT3
CF,Actin cytoskeleton,TNS3
CF,Actin cytoskeleton,TOPBP1
CF,Actin cytoskeleton,TPM1
CF,Actin cytoskeleton,TPM2
CF,Actin cytoskeleton,TPM3
CF,Actin cytoskeleton,TPM4
CF,Actin cytoskeleton,TRIOBP
CF,Actin cytoskeleton,TRIP6
CF,Actin cytoskeleton,TRMT10A
CF,Actin cytoskeleton,TRPV4
CF,Actin cytoskeleton,TSC1
CF,Actin cytoskeleton,TSPAN5
CF,Actin cytoskeleton,TTC17
CF,Actin cytoskeleton,TWF1
CF,Actin cytoskeleton,TWF2
CF,Actin cytoskeleton,USH1G
CF,Actin cytoskeleton,VASP
CF,Actin cytoskeleton,VCAM1
CF,Actin cytoskeleton,VCL
CF,Actin cytoskeleton,VIL1
CF,Actin cytoskeleton,VILL
CF,Actin cytoskeleton,VPS18
CF,Actin cytoskeleton,WAS
CF,Actin cytoskeleton,WASF1
CF,Actin cytoskeleton,WASF2
CF,Actin cytoskeleton,WASL
CF,Actin cytoskeleton,WDR1
CF,Actin cytoskeleton,WHRN
CF,Actin cytoskeleton,WIPF1
CF,Actin cytoskeleton,XIRP1
CF,Actin cytoskeleton,XIRP2
CF,Actin cytoskeleton,YES1
CF,Actin cytoskeleton,ZNF664-RFLNA
CF,Actin cytoskeleton,ZNF74
CF,Actin cytoskeleton,ZYX
CF,Actin filament polymerization,ABITRAM
CF,Actin filament polymerization,ABL1
CF,Actin filament polymerization,ADD1
CF,Actin filament polymerization,ADD2
CF,Actin filament polymerization,ADD3
CF,Actin filament polymerization,AIF1
CF,Actin filament polymerization,ALOX15
CF,Actin filament polymerization,ANG
CF,Actin filament polymerization,ARF6
CF,Actin filament polymerization,ARFGEF1
CF,Actin filament polymerization,ARHGAP18
CF,Actin filament polymerization,ARHGAP28
CF,Actin filament polymerization,ARHGAP40
CF,Actin filament polymerization,ARHGAP6
CF,Actin filament polymerization,ARPC2
CF,Actin filament polymerization,ARPC3
CF,Actin filament polymerization,ARPC4
CF,Actin filament polymerization,ARPC5
CF,Actin filament polymerization,ARPC5L
CF,Actin filament polymerization,AVIL
CF,Actin filament polymerization,BAG4
CF,Actin filament polymerization,BAIAP2
CF,Actin filament polymerization,BAIAP2L1
CF,Actin filament polymerization,BAIAP2L2
CF,Actin filament polymerization,BBS4
CF,Actin filament polymerization,BIN1
CF,Actin filament polymerization,C15orf62
CF,Actin filament polymerization,CAPG
CF,Actin filament polymerization,CAPZA1
CF,Actin filament polymerization,CAPZA2
CF,Actin filament polymerization,CAPZA3
CF,Actin filament polymerization,CAPZB
CF,Actin filament polymerization,CARMIL1
CF,Actin filament polymerization,CARMIL2
CF,Actin filament polymerization,CATIP
CF,Actin filament polymerization,CCL11
CF,Actin filament polymerization,CCL21
CF,Actin filament polymerization,CCL24
CF,Actin filament polymerization,CCL26
CF,Actin filament polymerization,CCR7
CF,Actin filament polymerization,CDC42EP1
CF,Actin filament polymerization,CDC42EP2
CF,Actin filament polymerization,CDC42EP3
CF,Actin filament polymerization,CDC42EP4
CF,Actin filament polymerization,CDC42EP5
CF,Actin filament polymerization,COBL
CF,Actin filament polymerization,CORO1A
CF,Actin filament polymerization,CORO7
CF,Actin filament polymerization,COTL1
CF,Actin filament polymerization,CRACD
CF,Actin filament polymerization,CSF3
CF,Actin filament polymerization,CTTN
CF,Actin filament polymerization,CYFIP1
CF,Actin filament polymerization,CYFIP2
CF,Actin filament polymerization,CYRIA
CF,Actin filament polymerization,CYRIB
CF,Actin filament polymerization,DAAM2
CF,Actin filament polymerization,DIAPH1
CF,Actin filament polymerization,DIAPH2
CF,Actin filament polymerization,DIAPH3
CF,Actin filament polymerization,DLG1
CF,Actin filament polymerization,DMTN
CF,Actin filament polymerization,ELN
CF,Actin filament polymerization,EPS8
CF,Actin filament polymerization,ESAM
CF,Actin filament polymerization,EVL
CF,Actin filament polymerization,FAM107A
CF,Actin filament polymerization,FCHSD1
CF,Actin filament polymerization,FCHSD2
CF,Actin filament polymerization,FER
CF,Actin filament polymerization,FHDC1
CF,Actin filament polymerization,FHOD3
CF,Actin filament polymerization,FLII
CF,Actin filament polymerization,FMN1
CF,Actin filament polymerization,GAS7
CF,Actin filament polymerization,GBA2
CF,Actin filament polymerization,GRB2
CF,Actin filament polymerization,GSN
CF,Actin filament polymerization,HAX1
CF,Actin filament polymerization,HCK
CF,Actin filament polymerization,HCLS1
CF,Actin filament polymerization,HIP1R
CF,Actin filament polymerization,INF2
CF,Actin filament polymerization,JAK2
CF,Actin filament polymerization,KANK1
CF,Actin filament polymerization,KANK2
CF,Actin filament polymerization,KANK3
CF,Actin filament polymerization,KANK4
CF,Actin filament polymerization,KIRREL1
CF,Actin filament polymerization,LATS1
CF,Actin filament polymerization,LMOD1
CF,Actin filament polymerization,LMOD2
CF,Actin filament polymerization,LMOD3
CF,Actin filament polymerization,MEGF9
CF,Actin filament polymerization,MICALL2
CF,Actin filament polymerization,MIR214
CF,Actin filament polymerization,MKKS
CF,Actin filament polymerization,MLST8
CF,Actin filament polymerization,MSRB1
CF,Actin filament polymerization,MSRB2
CF,Actin filament polymerization,MTOR
CF,Actin filament polymerization,MTPN
CF,Actin filament polymerization,MYADM
CF,Actin filament polymerization,NCK1
CF,Actin filament polymerization,NCK2
CF,Actin filament polymerization,NCKAP1
CF,Actin filament polymerization,NCKAP1L
CF,Actin filament polymerization,NPHS1
CF,Actin filament polymerization,PAK3
CF,Actin filament polymerization,PFN1
CF,Actin filament polymerization,PFN2
CF,Actin filament polymerization,PFN3
CF,Actin filament polymerization,PFN4
CF,Actin filament polymerization,PIK3R2
CF,Actin filament polymerization,PLEKHG2
CF,Actin filament polymerization,PREX1
CF,Actin filament polymerization,PRKCD
CF,Actin filament polymerization,PRKCE
CF,Actin filament polymerization,PSTPIP1
CF,Actin filament polymerization,PSTPIP2
CF,Actin filament polymerization,PTK2B
CF,Actin filament polymerization,PYCARD
CF,Actin filament polymerization,RAC1
CF,Actin filament polymerization,RASA1
CF,Actin filament polymerization,RDX
CF,Actin filament polymerization,RICTOR
CF,Actin filament polymerization,SCIN
CF,Actin filament polymerization,SLIT2
CF,Actin filament polymerization,SNX9
CF,Actin filament polymerization,SPIRE1
CF,Actin filament polymerization,SPIRE2
CF,Actin filament polymerization,SPTA1
CF,Actin filament polymerization,SPTAN1
CF,Actin filament polymerization,SPTB
CF,Actin filament polymerization,SPTBN1
CF,Actin filament polymerization,SPTBN2
CF,Actin filament polymerization,SPTBN4
CF,Actin filament polymerization,SPTBN5
CF,Actin filament polymerization,SSH1
CF,Actin filament polymerization,SSH2
CF,Actin filament polymerization,SSH3
CF,Actin filament polymerization,SVIL
CF,Actin filament polymerization,TENM1
CF,Actin filament polymerization,TMOD1
CF,Actin filament polymerization,TMOD2
CF,Actin filament polymerization,TMOD3
CF,Actin filament polymerization,TMOD4
CF,Actin filament polymerization,TMSB10
CF,Actin filament polymerization,TMSB15A
CF,Actin filament polymerization,TMSB15B
CF,Actin filament polymerization,TMSB15C
CF,Actin filament polymerization,TMSB4X
CF,Actin filament polymerization,TMSB4Y
CF,Actin filament polymerization,TRIOBP
CF,Actin filament polymerization,TTC17
CF,Actin filament polymerization,TWF1
CF,Actin filament polymerization,TWF2
CF,Actin filament polymerization,VASP
CF,Actin filament polymerization,VIL1
CF,Actin filament polymerization,VILL
CF,Actin filament polymerization,WAS
CF,Actin filament polymerization,WASF1
CF,Actin filament polymerization,WASF3
CF,Actin filament polymerization,WASHC2C
CF,Actin filament polymerization,WASHC3
CF,Actin filament polymerization,WASHC5
CF,Actin filament polymerization,WASL
CF,Actin filament based movement,ABCC9
CF,Actin filament based movement,ACTA2
CF,Actin filament based movement,ACTC1
CF,Actin filament based movement,ACTN4
CF,Actin filament based movement,ADCY10
CF,Actin filament based movement,ADORA1
CF,Actin filament based movement,AKAP9
CF,Actin filament based movement,ANK2
CF,Actin filament based movement,ATP1A1
CF,Actin filament based movement,ATP1A2
CF,Actin filament based movement,ATP2A1
CF,Actin filament based movement,ATP2A2
CF,Actin filament based movement,BIN1
CF,Actin filament based movement,CACNA1C
CF,Actin filament based movement,CACNA1D
CF,Actin filament based movement,CACNA1G
CF,Actin filament based movement,CACNA2D1
CF,Actin filament based movement,CACNB2
CF,Actin filament based movement,CAMK2D
CF,Actin filament based movement,CAV1
CF,Actin filament based movement,CAV3
CF,Actin filament based movement,CCDC88C
CF,Actin filament based movement,CTNNA3
CF,Actin filament based movement,DLG1
CF,Actin filament based movement,DSC2
CF,Actin filament based movement,DSG2
CF,Actin filament based movement,DSP
CF,Actin filament based movement,EMP2
CF,Actin filament based movement,EPB41L5
CF,Actin filament based movement,EPDR1
CF,Actin filament based movement,FGF12
CF,Actin filament based movement,FGF13
CF,Actin filament based movement,FLNA
CF,Actin filament based movement,FNBP1L
CF,Actin filament based movement,FRMD6
CF,Actin filament based movement,GATA4
CF,Actin filament based movement,GJA1
CF,Actin filament based movement,GJA5
CF,Actin filament based movement,GJC1
CF,Actin filament based movement,GPD1L
CF,Actin filament based movement,GSN
CF,Actin filament based movement,HCN4
CF,Actin filament based movement,JUP
CF,Actin filament based movement,KCNA5
CF,Actin filament based movement,KCND3
CF,Actin filament based movement,KCNE1
CF,Actin filament based movement,KCNE2
CF,Actin filament based movement,KCNE3
CF,Actin filament based movement,KCNE4
CF,Actin filament based movement,KCNE5
CF,Actin filament based movement,KCNH2
CF,Actin filament based movement,KCNJ2
CF,Actin filament based movement,KCNJ3
CF,Actin filament based movement,KCNJ5
CF,Actin filament based movement,KCNJ8
CF,Actin filament based movement,KCNN2
CF,Actin filament based movement,KCNQ1
CF,Actin filament based movement,LIMCH1
CF,Actin filament based movement,MIR1-1
CF,Actin filament based movement,MIR133A1
CF,Actin filament based movement,MIR328
CF,Actin filament based movement,MIR448
CF,Actin filament based movement,MYBPC3
CF,Actin filament based movement,MYH10
CF,Actin filament based movement,MYH14
CF,Actin filament based movement,MYH2
CF,Actin filament based movement,MYH3
CF,Actin filament based movement,MYH4
CF,Actin filament based movement,MYH6
CF,Actin filament based movement,MYH7
CF,Actin filament based movement,MYH8
CF,Actin filament based movement,MYH9
CF,Actin filament based movement,MYL1
CF,Actin filament based movement,MYL11
CF,Actin filament based movement,MYL6
CF,Actin filament based movement,MYL6B
CF,Actin filament based movement,MYLK2
CF,Actin filament based movement,MYO19
CF,Actin filament based movement,MYO1A
CF,Actin filament based movement,MYO1B
CF,Actin filament based movement,MYO1C
CF,Actin filament based movement,MYO1D
CF,Actin filament based movement,MYO1G
CF,Actin filament based movement,MYO1H
CF,Actin filament based movement,MYO5A
CF,Actin filament based movement,MYO5B
CF,Actin filament based movement,MYO5C
CF,Actin filament based movement,MYO6
CF,Actin filament based movement,MYO7A
CF,Actin filament based movement,MYO7B
CF,Actin filament based movement,MYO9B
CF,Actin filament based movement,NEDD4L
CF,Actin filament based movement,NOS1AP
CF,Actin filament based movement,NUP155
CF,Actin filament based movement,PARVA
CF,Actin filament based movement,PDE4B
CF,Actin filament based movement,PDE4D
CF,Actin filament based movement,PDPN
CF,Actin filament based movement,PIK3CA
CF,Actin filament based movement,PKP2
CF,Actin filament based movement,PLN
CF,Actin filament based movement,QKI
CF,Actin filament based movement,RANGRF
CF,Actin filament based movement,RNF207
CF,Actin filament based movement,ROCK1
CF,Actin filament based movement,RYR2
CF,Actin filament based movement,SCN10A
CF,Actin filament based movement,SCN11A
CF,Actin filament based movement,SCN1A
CF,Actin filament based movement,SCN1B
CF,Actin filament based movement,SCN2A
CF,Actin filament based movement,SCN2B
CF,Actin filament based movement,SCN3A
CF,Actin filament based movement,SCN3B
CF,Actin filament based movement,SCN4A
CF,Actin filament based movement,SCN4B
CF,Actin filament based movement,SCN5A
CF,Actin filament based movement,SCN7A
CF,Actin filament based movement,SCN8A
CF,Actin filament based movement,SCN9A
CF,Actin filament based movement,SGCD
CF,Actin filament based movement,SHTN1
CF,Actin filament based movement,SLC9A1
CF,Actin filament based movement,SNTA1
CF,Actin filament based movement,SRI
CF,Actin filament based movement,STC1
CF,Actin filament based movement,SUN2
CF,Actin filament based movement,SYNE2
CF,Actin filament based movement,TNNC1
CF,Actin filament based movement,TNNT2
CF,Actin filament based movement,TPM1
CF,Actin filament based movement,TRPM4
CF,Actin filament based movement,VIL1
CF,Actin filament based movement,WAS
CF,Actin filament based movement,WASF2
CF,Actin filament based movement,WASL
CF,Actin filament based movement,WIPF1
CF,Actin filament based movement,ZEB2
