category,GO_term,gene
MM,Cell-cell adhesion,FAT3
MM,Cell-cell adhesion,FAT4
MM,Cell-cell adhesion,FBLIM1
MM,Cell-cell adhesion,FCHO1
MM,Cell-cell adhesion,FER
MM,Cell-cell adhesion,FERMT3
MM,Cell-cell adhesion,FGA
MM,Cell-cell adhesion,FGB
MM,Cell-cell adhesion,FGFRL1
MM,Cell-cell adhesion,FGG
MM,Cell-cell adhesion,FGL1
MM,Cell-cell adhesion,FGL2
MM,Cell-cell adhesion,FIBP
MM,Cell-cell adhesion,FLNA
MM,Cell-cell adhesion,FLOT1
MM,Cell-cell adhesion,FLOT2
MM,Cell-cell adhesion,FLRT3
MM,Cell-cell adhesion,FNDC3A
MM,Cell-cell adhesion,FOXA1
MM,Cell-cell adhesion,FOXA2
MM,Cell-cell adhesion,FOXF1
MM,Cell-cell adhesion,FOXJ1
MM,Cell-cell adhesion,FOXO3
MM,Cell-cell adhesion,FOXP3
MM,Cell-cell adhesion,FSTL3
MM,Cell-cell adhesion,FUT3
MM,Cell-cell adhesion,FUT4
MM,Cell-cell adhesion,FUT7
MM,Cell-cell adhesion,FUT9
MM,Cell-cell adhesion,FXYD5
MM,Cell-cell adhesion,FYN
MM,Cell-cell adhesion,GATA1
MM,Cell-cell adhesion,GATA3
MM,Cell-cell adhesion,GATA5
MM,Cell-cell adhesion,GCNT1
MM,Cell-cell adhesion,GCNT2
MM,Cell-cell adhesion,GFUS
MM,Cell-cell adhesion,GLDN
MM,Cell-cell adhesion,GLI2
MM,Cell-cell adhesion,GLI3
MM,Cell-cell adhesion,GLMN
MM,Cell-cell adhesion,GNAS
MM,Cell-cell adhesion,GOLPH3
MM,Cell-cell adhesion,GP1BA
MM,Cell-cell adhesion,GP6
MM,Cell-cell adhesion,GPAM
MM,Cell-cell adhesion,GPC4
MM,Cell-cell adhesion,GPNMB
MM,Cell-cell adhesion,GRID2
MM,Cell-cell adhesion,GTPBP4
MM,Cell-cell adhesion,HAS2
MM,Cell-cell adhesion,HAVCR2
MM,Cell-cell adhesion,HBB
MM,Cell-cell adhesion,HES1
MM,Cell-cell adhesion,HFE
MM,Cell-cell adhesion,HHLA2
MM,Cell-cell adhesion,HLA-A
MM,Cell-cell adhesion,HLA-DMA
MM,Cell-cell adhesion,HLA-DMB
MM,Cell-cell adhesion,HLA-DOA
MM,Cell-cell adhesion,HLA-DOB
MM,Cell-cell adhesion,HLA-DPA1
MM,Cell-cell adhesion,HLA-DPB1
MM,Cell-cell adhesion,HLA-DQA1
MM,Cell-cell adhesion,HLA-DQA2
MM,Cell-cell adhesion,HLA-DQB1
MM,Cell-cell adhesion,HLA-DQB2
MM,Cell-cell adhesion,HLA-DRA
MM,Cell-cell adhesion,HLA-DRB1
MM,Cell-cell adhesion,HLA-DRB3
MM,Cell-cell adhesion,HLA-DRB4
MM,Cell-cell adhesion,HLA-DRB5
MM,Cell-cell adhesion,HLA-E
MM,Cell-cell adhesion,HLA-G
MM,Cell-cell adhesion,HLX
MM,Cell-cell adhesion,HMCN1
MM,Cell-cell adhesion,HMCN2
MM,Cell-cell adhesion,HMGB1
MM,Cell-cell adhesion,HSPB1
MM,Cell-cell adhesion,HSPD1
MM,Cell-cell adhesion,HSPH1
MM,Cell-cell adhesion,HTN1
MM,Cell-cell adhesion,ICAM1
MM,Cell-cell adhesion,ICAM2
MM,Cell-cell adhesion,ICAM3
MM,Cell-cell adhesion,ICAM4
MM,Cell-cell adhesion,ICAM5
MM,Cell-cell adhesion,ICOS
MM,Cell-cell adhesion,ICOSLG
MM,Cell-cell adhesion,IDO1
MM,Cell-cell adhesion,IFNA2
MM,Cell-cell adhesion,IFNB1
MM,Cell-cell adhesion,IFNG
MM,Cell-cell adhesion,IFNL1
MM,Cell-cell adhesion,IGDCC3
MM,Cell-cell adhesion,IGDCC4
MM,Cell-cell adhesion,IGF1
MM,Cell-cell adhesion,IGF2
MM,Cell-cell adhesion,IGFBP2
MM,Cell-cell adhesion,IGSF11
MM,Cell-cell adhesion,IGSF21
MM,Cell-cell adhesion,IGSF5
MM,Cell-cell adhesion,IGSF9
MM,Cell-cell adhesion,IHH
MM,Cell-cell adhesion,IL10
MM,Cell-cell adhesion,IL12A
MM,Cell-cell adhesion,IL12B
MM,Cell-cell adhesion,IL12RB1
MM,Cell-cell adhesion,IL15
MM,Cell-cell adhesion,IL18
MM,Cell-cell adhesion,IL1A
MM,Cell-cell adhesion,IL1B
MM,Cell-cell adhesion,IL1RAP
MM,Cell-cell adhesion,IL1RAPL1
MM,Cell-cell adhesion,IL1RL2
MM,Cell-cell adhesion,IL1RN
MM,Cell-cell adhesion,IL2
MM,Cell-cell adhesion,IL20RB
MM,Cell-cell adhesion,IL21
MM,Cell-cell adhesion,IL23A
MM,Cell-cell adhesion,IL23R
MM,Cell-cell adhesion,IL2RA
MM,Cell-cell adhesion,IL2RG
MM,Cell-cell adhesion,IL36B
MM,Cell-cell adhesion,IL4
MM,Cell-cell adhesion,IL4I1
MM,Cell-cell adhesion,IL4R
MM,Cell-cell adhesion,IL6
MM,Cell-cell adhesion,IL6ST
MM,Cell-cell adhesion,IL7
MM,Cell-cell adhesion,IL7R
MM,Cell-cell adhesion,ILDR2
MM,Cell-cell adhesion,ILK
MM,Cell-cell adhesion,IRAK1
MM,Cell-cell adhesion,IRF1
MM,Cell-cell adhesion,ITCH
MM,Cell-cell adhesion,ITGA1
MM,Cell-cell adhesion,ITGA10
MM,Cell-cell adhesion,ITGA11
MM,Cell-cell adhesion,ITGA2
MM,Cell-cell adhesion,ITGA2B
MM,Cell-cell adhesion,ITGA3
MM,Cell-cell adhesion,ITGA4
MM,Cell-cell adhesion,ITGA5
MM,Cell-cell adhesion,ITGA6
MM,Cell-cell adhesion,ITGA7
MM,Cell-cell adhesion,ITGA8
MM,Cell-cell adhesion,ITGA9
MM,Cell-cell adhesion,ITGAD
MM,Cell-cell adhesion,ITGAE
MM,Cell-cell adhesion,ITGAL
MM,Cell-cell adhesion,ITGAM
MM,Cell-cell adhesion,ITGAV
MM,Cell-cell adhesion,ITGAX
MM,Cell-cell adhesion,ITGB1
MM,Cell-cell adhesion,ITGB2
MM,Cell-cell adhesion,ITGB3
MM,Cell-cell adhesion,ITGB4
MM,Cell-cell adhesion,ITGB5
MM,Cell-cell adhesion,ITGB6
MM,Cell-cell adhesion,ITGB7
MM,Cell-cell adhesion,ITGB8
MM,Cell-cell adhesion,ITGBL1
MM,Cell-cell adhesion,ITPKB
MM,Cell-cell adhesion,IZUMO1
MM,Cell-cell adhesion,JAG1
MM,Cell-cell adhesion,JAK1
MM,Cell-cell adhesion,JAK2
MM,Cell-cell adhesion,JAK3
MM,Cell-cell adhesion,JAM2
MM,Cell-cell adhesion,JAM3
MM,Cell-cell adhesion,JAML
MM,Cell-cell adhesion,JUP
MM,Cell-cell adhesion,KAT5
MM,Cell-cell adhesion,KIF26B
MM,Cell-cell adhesion,KIFAP3
MM,Cell-cell adhesion,KIFC3
MM,Cell-cell adhesion,KIRREL1
MM,Cell-cell adhesion,KIRREL2
MM,Cell-cell adhesion,KIRREL3
MM,Cell-cell adhesion,KIT
MM,Cell-cell adhesion,KITLG
MM,Cell-cell adhesion,KLF4
MM,Cell-cell adhesion,KLHL25
MM,Cell-cell adhesion,KLRC4-KLRK1
MM,Cell-cell adhesion,KLRK1
MM,Cell-cell adhesion,KRT18
MM,Cell-cell adhesion,L1CAM
MM,Cell-cell adhesion,LAG3
MM,Cell-cell adhesion,LAMA3
MM,Cell-cell adhesion,LAMB1
MM,Cell-cell adhesion,LAPTM5
MM,Cell-cell adhesion,LAX1
MM,Cell-cell adhesion,LCK
MM,Cell-cell adhesion,LEF1
MM,Cell-cell adhesion,LEP
MM,Cell-cell adhesion,LGALS1
MM,Cell-cell adhesion,LGALS2
MM,Cell-cell adhesion,LGALS3
MM,Cell-cell adhesion,LGALS7B
MM,Cell-cell adhesion,LGALS9
MM,Cell-cell adhesion,LGALS9B
MM,Cell-cell adhesion,LGALS9C
MM,Cell-cell adhesion,LILRB1
MM,Cell-cell adhesion,LILRB2
MM,Cell-cell adhesion,LILRB4
MM,Cell-cell adhesion,LIMS1
MM,Cell-cell adhesion,LIMS2
MM,Cell-cell adhesion,LOXL3
MM,Cell-cell adhesion,LPP
MM,Cell-cell adhesion,LRFN3
MM,Cell-cell adhesion,LRFN4
MM,Cell-cell adhesion,LRFN5
MM,Cell-cell adhesion,LRG1
MM,Cell-cell adhesion,LRP5
MM,Cell-cell adhesion,LRP6
MM,Cell-cell adhesion,LRRC32
MM,Cell-cell adhesion,LRRC4
MM,Cell-cell adhesion,LRRC4B
MM,Cell-cell adhesion,LRRC4C
MM,Cell-cell adhesion,LRRC7
MM,Cell-cell adhesion,LYN
MM,Cell-cell adhesion,MAD1L1
MM,Cell-cell adhesion,MAD2L2
MM,Cell-cell adhesion,MADCAM1
MM,Cell-cell adhesion,MAG
MM,Cell-cell adhesion,MAGI1
MM,Cell-cell adhesion,MALT1
MM,Cell-cell adhesion,MAP2K5
MM,Cell-cell adhesion,MAP3K8
MM,Cell-cell adhesion,MAPK14
MM,Cell-cell adhesion,MAPK7
MM,Cell-cell adhesion,MARCHF7
MM,Cell-cell adhesion,MBP
MM,Cell-cell adhesion,MDGA1
MM,Cell-cell adhesion,MDK
MM,Cell-cell adhesion,MEGF10
MM,Cell-cell adhesion,MEGF11
MM,Cell-cell adhesion,METAP1
MM,Cell-cell adhesion,METTL3
MM,Cell-cell adhesion,MFSD2B
MM,Cell-cell adhesion,MIA3
MM,Cell-cell adhesion,MINK1
MM,Cell-cell adhesion,MIR125A
MM,Cell-cell adhesion,MIR141
MM,Cell-cell adhesion,MIR146A
MM,Cell-cell adhesion,MIR181C
MM,Cell-cell adhesion,MIR21
MM,Cell-cell adhesion,MIR221
MM,Cell-cell adhesion,MIR222
MM,Cell-cell adhesion,MIR27A
MM,Cell-cell adhesion,MIR30B
MM,Cell-cell adhesion,MIR31
MM,Cell-cell adhesion,MIR92A1
MM,Cell-cell adhesion,MIRLET7E
MM,Cell-cell adhesion,MIRLET7G
MM,Cell-cell adhesion,MMP24
MM,Cell-cell adhesion,MMRN1
MM,Cell-cell adhesion,MPZ
MM,Cell-cell adhesion,MPZL2
MM,Cell-cell adhesion,MSN
MM,Cell-cell adhesion,MTOR
MM,Cell-cell adhesion,MUC21
MM,Cell-cell adhesion,MYADM
MM,Cell-cell adhesion,MYH9
MM,Cell-cell adhesion,MYL12A
MM,Cell-cell adhesion,MYL9
MM,Cell-cell adhesion,MYO10
MM,Cell-cell adhesion,MYOT
MM,Cell-cell adhesion,MYPN
MM,Cell-cell adhesion,NCAM2
MM,Cell-cell adhesion,NCK1
MM,Cell-cell adhesion,NCK2
MM,Cell-cell adhesion,NCKAP1L
MM,Cell-cell adhesion,NDFIP1
MM,Cell-cell adhesion,NECTIN1
MM,Cell-cell adhesion,NECTIN2
MM,Cell-cell adhesion,NECTIN3
MM,Cell-cell adhesion,NECTIN4
MM,Cell-cell adhesion,NEGR1
MM,Cell-cell adhesion,NEO1
MM,Cell-cell adhesion,NEXMIF
MM,Cell-cell adhesion,NEXN
MM,Cell-cell adhesion,NF2
MM,Cell-cell adhesion,NFASC
MM,Cell-cell adhesion,NFAT5
MM,Cell-cell adhesion,NFKBID
MM,Cell-cell adhesion,NFKBIZ
MM,Cell-cell adhesion,NINJ1
MM,Cell-cell adhesion,NINJ2
MM,Cell-cell adhesion,NKAP
MM,Cell-cell adhesion,NLGN1
MM,Cell-cell adhesion,NLGN2
MM,Cell-cell adhesion,NLGN3
MM,Cell-cell adhesion,NLGN4X
MM,Cell-cell adhesion,NLGN4Y
MM,Cell-cell adhesion,NLRP3
MM,Cell-cell adhesion,NOD2
MM,Cell-cell adhesion,NODAL
MM,Cell-cell adhesion,NOTCH1
MM,Cell-cell adhesion,NOTCH4
MM,Cell-cell adhesion,NPHP1
MM,Cell-cell adhesion,NPHP4
MM,Cell-cell adhesion,NPHS1
MM,Cell-cell adhesion,NPNT
MM,Cell-cell adhesion,NPTN
MM,Cell-cell adhesion,NR4A3
MM,Cell-cell adhesion,NRARP
MM,Cell-cell adhesion,NRCAM
MM,Cell-cell adhesion,NRXN1
MM,Cell-cell adhesion,NRXN2
MM,Cell-cell adhesion,NRXN3
MM,Cell-cell adhesion,NT5E
MM,Cell-cell adhesion,NTN1
MM,Cell-cell adhesion,NTNG1
MM,Cell-cell adhesion,NTNG2
MM,Cell-cell adhesion,OLR1
MM,Cell-cell adhesion,P2RY12
MM,Cell-cell adhesion,PAG1
MM,Cell-cell adhesion,PAK4
MM,Cell-cell adhesion,PALLD
MM,Cell-cell adhesion,PARVA
MM,Cell-cell adhesion,PAWR
MM,Cell-cell adhesion,PBRM1
MM,Cell-cell adhesion,PCDH1
MM,Cell-cell adhesion,PCDH10
MM,Cell-cell adhesion,PCDH11X
MM,Cell-cell adhesion,PCDH11Y
MM,Cell-cell adhesion,PCDH12
MM,Cell-cell adhesion,PCDH15
MM,Cell-cell adhesion,PCDH17
MM,Cell-cell adhesion,PCDH18
MM,Cell-cell adhesion,PCDH19
MM,Cell-cell adhesion,PCDH20
MM,Cell-cell adhesion,PCDH7
MM,Cell-cell adhesion,PCDH8
MM,Cell-cell adhesion,PCDH9
MM,Cell-cell adhesion,PCDHA1
MM,Cell-cell adhesion,PCDHA10
MM,Cell-cell adhesion,PCDHA11
MM,Cell-cell adhesion,PCDHA12
MM,Cell-cell adhesion,PCDHA13
MM,Cell-cell adhesion,PCDHA2
MM,Cell-cell adhesion,PCDHA3
MM,Cell-cell adhesion,PCDHA4
MM,Cell-cell adhesion,PCDHA5
MM,Cell-cell adhesion,PCDHA6
MM,Cell-cell adhesion,PCDHA7
MM,Cell-cell adhesion,PCDHA8
MM,Cell-cell adhesion,PCDHA9
MM,Cell-cell adhesion,PCDHAC1
MM,Cell-cell adhesion,PCDHAC2
MM,Cell-cell adhesion,PCDHB1
MM,Cell-cell adhesion,PCDHB10
MM,Cell-cell adhesion,PCDHB11
MM,Cell-cell adhesion,PCDHB12
MM,Cell-cell adhesion,PCDHB13
MM,Cell-cell adhesion,PCDHB14
MM,Cell-cell adhesion,PCDHB15
MM,Cell-cell adhesion,PCDHB16
MM,Cell-cell adhesion,PCDHB18P
MM,Cell-cell adhesion,PCDHB2
MM,Cell-cell adhesion,PCDHB3
MM,Cell-cell adhesion,PCDHB4
MM,Cell-cell adhesion,PCDHB5
MM,Cell-cell adhesion,PCDHB6
MM,Cell-cell adhesion,PCDHB7
MM,Cell-cell adhesion,PCDHB8
MM,Cell-cell adhesion,PCDHB9
MM,Cell-cell adhesion,PCDHGA1
MM,Cell-cell adhesion,PCDHGA10
MM,Cell-cell adhesion,PCDHGA11
MM,Cell-cell adhesion,PCDHGA12
MM,Cell-cell adhesion,PCDHGA2
MM,Cell-cell adhesion,PCDHGA3
MM,Cell-cell adhesion,PCDHGA4
MM,Cell-cell adhesion,PCDHGA5
MM,Cell-cell adhesion,PCDHGA6
MM,Cell-cell adhesion,PCDHGA7
MM,Cell-cell adhesion,PCDHGA8
MM,Cell-cell adhesion,PCDHGA9
MM,Cell-cell adhesion,PCDHGB1
MM,Cell-cell adhesion,PCDHGB2
MM,Cell-cell adhesion,PCDHGB3
MM,Cell-cell adhesion,PCDHGB4
MM,Cell-cell adhesion,PCDHGB5
MM,Cell-cell adhesion,PCDHGB6
MM,Cell-cell adhesion,PCDHGB7
MM,Cell-cell adhesion,PCDHGC3
MM,Cell-cell adhesion,PCDHGC4
MM,Cell-cell adhesion,PCDHGC5
MM,Cell-cell adhesion,PCK1
MM,Cell-cell adhesion,PDCD1LG2
MM,Cell-cell adhesion,PDE5A
MM,Cell-cell adhesion,PDGFRA
MM,Cell-cell adhesion,PDIA2
MM,Cell-cell adhesion,PDIA3
MM,Cell-cell adhesion,PDLIM1
MM,Cell-cell adhesion,PDLIM5
MM,Cell-cell adhesion,PDPK1
MM,Cell-cell adhesion,PDPN
MM,Cell-cell adhesion,PEAR1
MM,Cell-cell adhesion,PECAM1
MM,Cell-cell adhesion,PELI1
MM,Cell-cell adhesion,PERP
MM,Cell-cell adhesion,PHF10
MM,Cell-cell adhesion,PIEZO1
MM,Cell-cell adhesion,PIK3CA
MM,Cell-cell adhesion,PIK3CB
MM,Cell-cell adhesion,PIK3CG
MM,Cell-cell adhesion,PIK3R6
MM,Cell-cell adhesion,PIP5K1C
MM,Cell-cell adhesion,PKD1
MM,Cell-cell adhesion,PKD1L1
MM,Cell-cell adhesion,PKHD1
MM,Cell-cell adhesion,PKP1
MM,Cell-cell adhesion,PKP2
MM,Cell-cell adhesion,PKP3
MM,Cell-cell adhesion,PKP4
MM,Cell-cell adhesion,PLA2G2A
MM,Cell-cell adhesion,PLA2G2D
MM,Cell-cell adhesion,PLA2G2E
MM,Cell-cell adhesion,PLA2G2F
MM,Cell-cell adhesion,PLA2G5
MM,Cell-cell adhesion,PLAUR
MM,Cell-cell adhesion,PLEK
MM,Cell-cell adhesion,PLEKHA7
MM,Cell-cell adhesion,PLG
MM,Cell-cell adhesion,PLPP3
MM,Cell-cell adhesion,PLXNB2
MM,Cell-cell adhesion,PLXNB3
MM,Cell-cell adhesion,PNP
MM,Cell-cell adhesion,PODXL
MM,Cell-cell adhesion,PODXL2
MM,Cell-cell adhesion,PPARA
MM,Cell-cell adhesion,PPIA
MM,Cell-cell adhesion,PPM1F
MM,Cell-cell adhesion,PPP1CA
MM,Cell-cell adhesion,PPP3CA
MM,Cell-cell adhesion,PRDX2
MM,Cell-cell adhesion,PRICKLE1
MM,Cell-cell adhesion,PRKAR1A
MM,Cell-cell adhesion,PRKCA
MM,Cell-cell adhesion,PRKCD
MM,Cell-cell adhesion,PRKCQ
MM,Cell-cell adhesion,PRKCZ
MM,Cell-cell adhesion,PRKG1
MM,Cell-cell adhesion,PRNP
MM,Cell-cell adhesion,PRTG
MM,Cell-cell adhesion,PSEN1
MM,Cell-cell adhesion,PSG11
MM,Cell-cell adhesion,PSG2
MM,Cell-cell adhesion,PSG5
MM,Cell-cell adhesion,PTAFR
MM,Cell-cell adhesion,PTK2
MM,Cell-cell adhesion,PTK7
MM,Cell-cell adhesion,PTPN11
MM,Cell-cell adhesion,PTPN2
MM,Cell-cell adhesion,PTPN22
MM,Cell-cell adhesion,PTPN23
MM,Cell-cell adhesion,PTPN6
MM,Cell-cell adhesion,PTPRC
MM,Cell-cell adhesion,PTPRD
MM,Cell-cell adhesion,PTPRF
MM,Cell-cell adhesion,PTPRM
MM,Cell-cell adhesion,PTPRS
MM,Cell-cell adhesion,PTPRT
MM,Cell-cell adhesion,PTPRU
MM,Cell-cell adhesion,PVR
MM,Cell-cell adhesion,PYCARD
MM,Cell-cell adhesion,RAB10
MM,Cell-cell adhesion,RAC2
MM,Cell-cell adhesion,RAG1
MM,Cell-cell adhesion,RAG2
MM,Cell-cell adhesion,RAP2B
MM,Cell-cell adhesion,RARA
MM,Cell-cell adhesion,RASAL3
MM,Cell-cell adhesion,RASGRP1
MM,Cell-cell adhesion,RC3H1
MM,Cell-cell adhesion,RC3H2
MM,Cell-cell adhesion,RDX
MM,Cell-cell adhesion,REG3A
MM,Cell-cell adhesion,RELA
MM,Cell-cell adhesion,RET
MM,Cell-cell adhesion,RGCC
MM,Cell-cell adhesion,RHOA
MM,Cell-cell adhesion,RHOH
MM,Cell-cell adhesion,RIC8A
MM,Cell-cell adhesion,RIPK2
MM,Cell-cell adhesion,RIPOR2
MM,Cell-cell adhesion,RNASE10
MM,Cell-cell adhesion,ROBO1
MM,Cell-cell adhesion,ROBO2
MM,Cell-cell adhesion,ROBO3
MM,Cell-cell adhesion,ROBO4
MM,Cell-cell adhesion,ROCK1
MM,Cell-cell adhesion,ROPN1B
MM,Cell-cell adhesion,RPS3
MM,Cell-cell adhesion,RUNX1
MM,Cell-cell adhesion,RUNX3
MM,Cell-cell adhesion,S100A11
MM,Cell-cell adhesion,S100A8
MM,Cell-cell adhesion,S100A9
MM,Cell-cell adhesion,SART1
MM,Cell-cell adhesion,SASH3
MM,Cell-cell adhesion,SCARF1
MM,Cell-cell adhesion,SCARF2
MM,Cell-cell adhesion,SCGB1A1
MM,Cell-cell adhesion,SCRIB
MM,Cell-cell adhesion,SDC4
MM,Cell-cell adhesion,SDK1
MM,Cell-cell adhesion,SDK2
MM,Cell-cell adhesion,SELE
MM,Cell-cell adhesion,SELENOK
MM,Cell-cell adhesion,SELL
MM,Cell-cell adhesion,SELP
MM,Cell-cell adhesion,SELPLG
MM,Cell-cell adhesion,SEMA4D
MM,Cell-cell adhesion,SERPINB8
MM,Cell-cell adhesion,SERPINE2
MM,Cell-cell adhesion,SERPINF2
MM,Cell-cell adhesion,SFTPD
MM,Cell-cell adhesion,SH2B3
MM,Cell-cell adhesion,SHB
MM,Cell-cell adhesion,SHC1
MM,Cell-cell adhesion,SHH
MM,Cell-cell adhesion,SIGLEC1
MM,Cell-cell adhesion,SIRPA
MM,Cell-cell adhesion,SIRPB1
MM,Cell-cell adhesion,SIRPG
MM,Cell-cell adhesion,SKAP1
MM,Cell-cell adhesion,SLAMF1
MM,Cell-cell adhesion,SLC39A8
MM,Cell-cell adhesion,SLC4A2
MM,Cell-cell adhesion,SLC6A4
MM,Cell-cell adhesion,SLC7A1
MM,Cell-cell adhesion,SLC7A11
MM,Cell-cell adhesion,SLITRK1
MM,Cell-cell adhesion,SLITRK2
MM,Cell-cell adhesion,SLITRK3
MM,Cell-cell adhesion,SMAD7
MM,Cell-cell adhesion,SMARCA2
MM,Cell-cell adhesion,SMARCA4
MM,Cell-cell adhesion,SMARCB1
MM,Cell-cell adhesion,SMARCC1
MM,Cell-cell adhesion,SMARCC2
MM,Cell-cell adhesion,SMARCD1
MM,Cell-cell adhesion,SMARCD2
MM,Cell-cell adhesion,SMARCD3
MM,Cell-cell adhesion,SMARCE1
MM,Cell-cell adhesion,SOCS1
MM,Cell-cell adhesion,SOCS5
MM,Cell-cell adhesion,SOCS6
MM,Cell-cell adhesion,SOX12
MM,Cell-cell adhesion,SOX13
MM,Cell-cell adhesion,SOX2
MM,Cell-cell adhesion,SOX4
MM,Cell-cell adhesion,SOX9
MM,Cell-cell adhesion,SPARCL1
MM,Cell-cell adhesion,SPI1
MM,Cell-cell adhesion,SPINT2
MM,Cell-cell adhesion,SPN
MM,Cell-cell adhesion,SPTA1
MM,Cell-cell adhesion,SRC
MM,Cell-cell adhesion,SRF
MM,Cell-cell adhesion,SRPX2
MM,Cell-cell adhesion,ST3GAL4
MM,Cell-cell adhesion,STAT5B
MM,Cell-cell adhesion,STK10
MM,Cell-cell adhesion,STXBP1
MM,Cell-cell adhesion,STXBP3
MM,Cell-cell adhesion,STXBP6
MM,Cell-cell adhesion,SWAP70
MM,Cell-cell adhesion,SYK
MM,Cell-cell adhesion,TARM1
MM,Cell-cell adhesion,TBX21
MM,Cell-cell adhesion,TENM1
MM,Cell-cell adhesion,TENM2
MM,Cell-cell adhesion,TENM3
MM,Cell-cell adhesion,TENM4
MM,Cell-cell adhesion,TESPA1
MM,Cell-cell adhesion,TFRC
MM,Cell-cell adhesion,TGFB1
MM,Cell-cell adhesion,TGFB2
MM,Cell-cell adhesion,TGFBR2
MM,Cell-cell adhesion,THBS4
MM,Cell-cell adhesion,THY1
MM,Cell-cell adhesion,TIGIT
MM,Cell-cell adhesion,TJP1
MM,Cell-cell adhesion,TJP2
MM,Cell-cell adhesion,TJP3
MM,Cell-cell adhesion,TLN1
MM,Cell-cell adhesion,TLN2
MM,Cell-cell adhesion,TMEM131L
MM,Cell-cell adhesion,TMEM47
MM,Cell-cell adhesion,TMIGD1
MM,Cell-cell adhesion,TMIGD2
MM,Cell-cell adhesion,TMOD3
MM,Cell-cell adhesion,TMX1
MM,Cell-cell adhesion,TNF
MM,Cell-cell adhesion,TNFAIP8L2
MM,Cell-cell adhesion,TNFRSF13C
MM,Cell-cell adhesion,TNFRSF14
MM,Cell-cell adhesion,TNFRSF21
MM,Cell-cell adhesion,TNFSF11
MM,Cell-cell adhesion,TNFSF13B
MM,Cell-cell adhesion,TNFSF14
MM,Cell-cell adhesion,TNFSF4
MM,Cell-cell adhesion,TNFSF9
MM,Cell-cell adhesion,TNIP1
MM,Cell-cell adhesion,TNR
MM,Cell-cell adhesion,TNXB
MM,Cell-cell adhesion,TRAF6
MM,Cell-cell adhesion,TRIM29
MM,Cell-cell adhesion,TRO
MM,Cell-cell adhesion,TRPV4
MM,Cell-cell adhesion,TSPAN32
MM,Cell-cell adhesion,TTYH1
MM,Cell-cell adhesion,TUBB1
MM,Cell-cell adhesion,TWSG1
MM,Cell-cell adhesion,TYK2
MM,Cell-cell adhesion,TYRO3
MM,Cell-cell adhesion,UBASH3B
MM,Cell-cell adhesion,UMOD
MM,Cell-cell adhesion,UNC5D
MM,Cell-cell adhesion,VAV1
MM,Cell-cell adhesion,VCAM1
MM,Cell-cell adhesion,VCL
MM,Cell-cell adhesion,VEGFA
MM,Cell-cell adhesion,VEZT
MM,Cell-cell adhesion,VMP1
MM,Cell-cell adhesion,VNN1
MM,Cell-cell adhesion,VPS33B
MM,Cell-cell adhesion,VSIG10
MM,Cell-cell adhesion,VSIG10L2
MM,Cell-cell adhesion,VSIG4
MM,Cell-cell adhesion,VSIR
MM,Cell-cell adhesion,VTCN1
MM,Cell-cell adhesion,WNK1
MM,Cell-cell adhesion,WNT1
MM,Cell-cell adhesion,WNT10B
MM,Cell-cell adhesion,WNT3A
MM,Cell-cell adhesion,WNT4
MM,Cell-cell adhesion,WNT5A
MM,Cell-cell adhesion,WNT7B
MM,Cell-cell adhesion,XBP1
MM,Cell-cell adhesion,XCL1
MM,Cell-cell adhesion,XG
MM,Cell-cell adhesion,YES1
MM,Cell-cell adhesion,YTHDF2
MM,Cell-cell adhesion,ZAN
MM,Cell-cell adhesion,ZAP70
MM,Cell-cell adhesion,ZBTB1
MM,Cell-cell adhesion,ZBTB16
MM,Cell-cell adhesion,ZBTB7B
MM,Cell-cell adhesion,ZC3H12A
MM,Cell-cell adhesion,ZC3H8
MM,Cell-cell adhesion,ZDHHC2
MM,Cell-cell adhesion,ZDHHC21
MM,Cell-cell adhesion,ZFP36L1
MM,Cell-cell adhesion,ZMIZ1
MM,Cell-cell adhesion,ZNF703
MM,Cell-cell adhesion,ZP3
MM,Cell-cell adhesion,ZP4
MM,Protein complex involved in cell adhesion,CD28
MM,Protein complex involved in cell adhesion,CD80
MM,Protein complex involved in cell adhesion,CTLA4
MM,Protein complex involved in cell adhesion,EMILIN1
MM,Protein complex involved in cell adhesion,EMILIN2
MM,Protein complex involved in cell adhesion,GLIPR1L1
MM,Protein complex involved in cell adhesion,ITGA1
MM,Protein complex involved in cell adhesion,ITGA10
MM,Protein complex involved in cell adhesion,ITGA11
MM,Protein complex involved in cell adhesion,ITGA2
MM,Protein complex involved in cell adhesion,ITGA2B
MM,Protein complex involved in cell adhesion,ITGA3
MM,Protein complex involved in cell adhesion,ITGA4
MM,Protein complex involved in cell adhesion,ITGA5
MM,Protein complex involved in cell adhesion,ITGA6
MM,Protein complex involved in cell adhesion,ITGA7
MM,Protein complex involved in cell adhesion,ITGA8
MM,Protein complex involved in cell adhesion,ITGA9
MM,Protein complex involved in cell adhesion,ITGAD
MM,Protein complex involved in cell adhesion,ITGAE
MM,Protein complex involved in cell adhesion,ITGAL
MM,Protein complex involved in cell adhesion,ITGAM
MM,Protein complex involved in cell adhesion,ITGAV
MM,Protein complex involved in cell adhesion,ITGAX
MM,Protein complex involved in cell adhesion,ITGB1
MM,Protein complex involved in cell adhesion,ITGB2
MM,Protein complex involved in cell adhesion,ITGB3
MM,Protein complex involved in cell adhesion,ITGB4
MM,Protein complex involved in cell adhesion,ITGB5
